date,app_name,country,platform,impressions,clicks,installs,spend,revenue
2025-05-29,App_14,BR,iOS,30716,3451,1074,2066.41,2875.42
2025-05-29,App_14,IN,iOS,37134,4183,2163,1486.5,4236.39
2025-05-29,App_14,UK,iOS,22550,1977,948,2117.67,2664.82
2025-05-29,App_14,CA,iOS,19143,2425,1140,1480.26,780.36
2025-05-29,App_14,AU,Android,9588,863,452,564.16,1227.65
2025-05-29,App_15,US,iOS,11132,1225,412,1000.08,1005.87
2025-05-29,App_15,TR,Android,18746,1754,466,381.6,851.54
2025-05-29,App_15,DE,Android,44379,4962,2665,5004.33,3284.52
2025-05-29,App_15,FR,iOS,22343,1689,923,482.71,2582.18
2025-05-29,App_15,BR,Android,6249,881,412,524.62,1056.62
2025-05-29,App_15,IN,iOS,42654,3599,1394,3376.77,2293.07
2025-05-29,App_15,UK,iOS,17239,193,40,27.05,97.09
2025-05-29,App_15,CA,Android,34891,2578,651,622.94,1301.25
2025-05-29,App_15,AU,iOS,35743,4192,2175,1226.67,3239.7
2025-05-29,App_16,US,iOS,25298,3171,1553,1068.47,1574.19
2025-05-29,App_16,TR,Android,42633,3513,1639,3493.44,1408.68
2025-05-29,App_16,DE,iOS,5870,608,319,544.98,751.35
2025-05-29,App_16,FR,Android,15810,537,307,235.54,340.63
2025-05-29,App_16,BR,Android,15982,1795,985,1932.41,1810.56
2025-05-29,App_16,IN,Android,33322,690,151,149.97,210.65
2025-05-29,App_16,UK,iOS,4502,513,278,235.83,605.2
2025-05-29,App_16,CA,iOS,39946,5801,1292,819.14,3806.98
2025-05-29,App_16,AU,Android,6435,389,186,368.59,241.32
2025-05-29,App_17,US,Android,10529,1425,669,441.94,1654.02
2025-05-29,App_17,TR,iOS,9387,1249,727,590.81,1553.31
2025-05-29,App_17,DE,iOS,2309,133,63,72.04,120.1
2025-05-29,App_17,FR,Android,36050,3075,1566,1435.14,3454.46
2025-05-29,App_17,BR,Android,23559,3304,680,809.35,766.32
2025-05-29,App_17,IN,iOS,46554,6768,2723,1402.48,2469.75
2025-05-29,App_17,UK,Android,16307,511,260,421.06,643.12
2025-05-29,App_17,CA,Android,47342,3263,1282,1688.68,2905.65
2025-05-29,App_17,AU,Android,42111,1938,896,1658.82,2186.13
2025-05-29,App_18,US,Android,10396,378,168,276.21,271.52
2025-05-29,App_18,TR,iOS,43507,1085,349,667.3,548.85
2025-05-29,App_18,DE,iOS,28162,703,365,817.05,288.29
2025-05-29,App_18,FR,iOS,12877,384,82,108.03,43.14
2025-05-29,App_18,BR,iOS,8499,984,572,636.52,1142.58
2025-05-29,App_18,IN,Android,5447,696,221,435.89,608.46
2025-05-29,App_18,UK,Android,21159,2854,1371,1022.9,679.66
2025-05-29,App_18,CA,iOS,21496,271,121,123.43,244.28
2025-05-29,App_18,AU,iOS,12204,671,227,301.58,252.76
2025-05-29,App_19,US,iOS,29882,4215,1500,2939.58,1897.97
2025-05-29,App_19,TR,Android,37832,403,240,296.37,204.38
2025-05-29,App_19,DE,Android,39466,4205,2302,5482.39,2536.13
2025-05-29,App_19,FR,iOS,45808,2532,968,2361.17,991.93
2025-05-29,App_19,BR,Android,19205,845,438,511.3,889.52
2025-05-29,App_19,IN,iOS,14619,1279,431,434.34,565.29
2025-05-29,App_19,UK,iOS,46092,3213,1518,1332.11,1643.43
2025-05-29,App_19,CA,Android,38659,3564,1319,2950.86,1340.53
2025-05-29,App_19,AU,iOS,38853,1792,633,1146.68,292.12
2025-05-29,App_20,US,iOS,30819,3734,812,724.3,717.54
2025-05-29,App_20,TR,Android,11520,477,114,70.7,330.89
2025-05-29,App_20,DE,iOS,30460,4489,1053,715.74,2214.75
2025-05-29,App_20,FR,Android,11283,1181,449,374.47,845.3
2025-05-29,App_20,BR,Android,39812,2984,1175,1909.08,2075.0
2025-05-29,App_20,IN,iOS,30696,517,113,265.91,312.16
2025-05-29,App_20,UK,Android,48257,1267,311,739.65,392.8
2025-05-29,App_20,CA,iOS,32199,2146,623,541.3,256.53
2025-05-29,App_20,AU,iOS,29543,1893,463,807.37,1183.07
2025-05-30,App_1,US,Android,12260,1236,395,343.44,384.01
2025-05-30,App_1,TR,iOS,49780,3547,1925,1243.54,675.86
2025-05-30,App_1,DE,Android,9343,113,48,70.76,103.06
2025-05-30,App_1,FR,Android,25776,2407,913,578.94,298.29
2025-05-30,App_1,BR,iOS,17464,1693,660,1174.17,247.65
2025-05-30,App_1,IN,Android,12431,938,460,526.24,204.43
2025-05-30,App_1,UK,Android,23279,1178,375,804.6,430.56
2025-05-30,App_1,CA,iOS,26607,3232,1637,872.29,886.82
2025-05-30,App_1,AU,Android,3632,513,156,338.89,448.29
2025-05-30,App_2,US,iOS,41826,3588,1161,2595.25,1054.22
2025-05-30,App_2,TR,iOS,3086,171,98,181.27,291.72
2025-05-30,App_2,DE,iOS,22962,1231,519,717.59,311.77
2025-05-30,App_2,FR,Android,12589,552,186,455.51,367.98
2025-05-30,App_2,BR,iOS,6334,389,97,124.01,153.16
2025-05-30,App_2,IN,Android,30266,753,159,233.53,109.93
2025-05-30,App_2,UK,Android,16849,906,226,395.27,101.97
2025-05-30,App_2,CA,iOS,5154,599,221,422.61,172.91
2025-05-30,App_2,AU,Android,40214,2368,843,1727.0,1385.86
2025-05-30,App_3,US,iOS,40498,3881,2108,3088.25,1071.63
2025-05-30,App_3,TR,iOS,10865,221,130,158.65,91.61
2025-05-30,App_3,DE,Android,27205,837,480,530.67,431.94
2025-05-30,App_3,FR,Android,33555,1916,788,1495.58,308.32
2025-05-30,App_3,BR,iOS,12699,1420,302,248.35,776.65
2025-05-30,App_3,IN,Android,31342,4674,1098,2272.13,2331.24
2025-05-30,App_3,UK,iOS,37432,4216,1185,1857.99,601.86
2025-05-30,App_3,CA,iOS,24014,2264,454,863.51,1087.6
2025-05-30,App_3,AU,iOS,7156,257,92,91.41,47.77
2025-05-30,App_4,US,iOS,19573,2161,910,1309.26,2113.94
2025-05-30,App_4,TR,Android,34454,4038,1447,828.93,3566.12
2025-05-30,App_4,DE,Android,42922,1427,757,477.51,985.06
2025-05-30,App_4,FR,Android,39631,2187,647,527.65,532.65
2025-05-30,App_4,BR,Android,33007,1668,749,1543.27,530.68
2025-05-30,App_4,IN,Android,28574,3850,2015,2981.96,1563.96
2025-05-30,App_4,UK,Android,29418,2041,408,869.24,941.02
2025-05-30,App_4,CA,Android,27832,471,157,169.0,380.64
2025-05-30,App_4,AU,Android,8265,197,62,42.58,44.07
2025-05-30,App_5,US,Android,17692,1203,316,292.5,610.9
2025-05-30,App_5,TR,iOS,5234,149,33,24.51,46.66
2025-05-30,App_5,DE,iOS,3532,440,100,244.42,160.21
2025-05-30,App_5,FR,Android,8501,1208,658,791.42,587.64
2025-05-30,App_5,BR,Android,46091,1835,404,626.54,1191.73
2025-05-30,App_5,IN,Android,8057,405,188,344.42,301.97
2025-05-30,App_5,UK,Android,46210,4733,1400,1379.2,1339.61
2025-05-30,App_5,CA,Android,30096,1975,757,1423.05,1477.08
2025-05-30,App_5,AU,iOS,26318,1545,333,251.87,130.06
2025-05-30,App_6,US,Android,24190,2679,795,846.13,1441.81
2025-05-30,App_6,TR,iOS,2803,311,180,111.38,169.01
2025-05-30,App_6,DE,iOS,46082,6128,2433,3475.97,6496.27
2025-05-30,App_6,FR,Android,32454,1286,735,781.16,1113.89
2025-05-30,App_6,BR,iOS,7344,191,107,199.7,277.51
2025-05-30,App_6,IN,iOS,38555,4631,1258,1885.86,2350.57
2025-05-30,App_6,UK,iOS,8092,543,186,136.35,511.6
2025-05-30,App_6,CA,iOS,3197,136,74,38.0,211.81
2025-05-30,App_6,AU,Android,42193,4582,1850,4408.96,4254.34
2025-05-30,App_7,US,iOS,44786,5046,1646,4020.21,1698.37
2025-05-30,App_7,TR,iOS,40279,3077,1002,2438.37,1656.44
2025-05-30,App_7,DE,iOS,36846,3233,1398,1002.99,2562.26
2025-05-30,App_7,FR,iOS,14717,1830,1001,2436.1,2434.4
2025-05-30,App_7,BR,Android,42704,4232,959,1875.3,2852.21
2025-05-30,App_7,IN,Android,6183,334,102,135.19,139.37
2025-05-30,App_7,UK,Android,49864,2435,887,1474.06,941.14
2025-05-30,App_7,CA,Android,39210,4128,2317,5502.53,6047.67
2025-05-30,App_7,AU,iOS,45125,3369,772,1088.34,1698.21
2025-05-30,App_8,US,Android,22902,2355,892,2156.55,1260.6
2025-05-30,App_8,TR,Android,40743,2594,1416,2498.47,1429.66
2025-05-30,App_8,DE,Android,5052,390,129,81.29,263.02
2025-05-30,App_8,FR,Android,37154,4744,2157,2466.99,5207.45
2025-05-30,App_8,BR,iOS,17010,994,278,488.23,717.75
2025-05-30,App_8,IN,iOS,19824,1212,663,1623.07,456.57
2025-05-30,App_8,UK,iOS,2102,182,37,73.51,69.87
2025-05-30,App_8,CA,Android,20685,350,110,168.07,98.57
2025-05-30,App_8,AU,iOS,30294,2179,1021,1008.39,629.55
2025-05-30,App_9,US,Android,35357,3445,1430,842.95,4189.7
2025-05-30,App_9,TR,iOS,23028,1361,482,675.76,528.61
2025-05-30,App_9,DE,Android,46302,718,169,175.02,393.34
2025-05-30,App_9,FR,iOS,26618,903,321,438.95,844.18
2025-05-30,App_9,BR,Android,22100,926,378,356.71,454.02
2025-05-30,App_9,IN,iOS,8245,578,299,678.9,422.1
2025-05-30,App_9,UK,Android,7154,946,292,616.55,299.27
2025-05-30,App_9,CA,Android,30798,3656,2008,4994.86,2859.92
2025-05-30,App_9,AU,iOS,5643,570,168,388.83,156.53
2025-05-30,App_10,US,Android,33321,3364,796,968.55,1962.32
2025-05-30,App_10,TR,iOS,42470,5159,2903,1634.88,5733.92
2025-05-30,App_10,DE,iOS,6935,394,167,97.71,231.72
2025-05-30,App_10,FR,Android,48054,3902,1491,3533.61,1833.13
2025-05-30,App_10,BR,iOS,37421,2271,831,1027.99,1419.36
2025-05-30,App_10,IN,iOS,42462,2462,1091,1315.45,2512.8
2025-05-30,App_10,UK,iOS,6732,395,122,231.94,270.67
2025-05-30,App_10,CA,Android,19592,827,236,560.97,223.85
2025-05-30,App_10,AU,iOS,42102,5299,2087,1687.57,4030.2
2025-05-30,App_11,US,iOS,5760,495,142,72.49,267.83
2025-05-30,App_11,TR,iOS,30234,1056,405,966.78,963.0
2025-05-30,App_11,DE,Android,24566,3169,1452,877.72,3970.4
2025-05-30,App_11,FR,iOS,24723,936,300,645.52,865.97
2025-05-30,App_11,BR,iOS,38208,2661,1014,929.78,763.96
2025-05-30,App_11,IN,iOS,35965,2526,760,1624.41,1955.24
2025-05-30,App_11,UK,iOS,9660,696,170,190.06,400.58
2025-05-30,App_11,CA,Android,20605,2942,1757,1357.12,3174.29
2025-05-30,App_11,AU,Android,21934,2646,1455,1182.77,2539.96
2025-05-30,App_12,US,Android,21869,1127,550,1257.32,542.7
2025-05-30,App_12,TR,Android,20520,396,142,339.09,76.41
2025-05-30,App_12,DE,iOS,25071,1360,678,383.52,1346.55
2025-05-30,App_12,FR,Android,43645,3505,1482,2874.93,2907.57
2025-05-30,App_12,BR,Android,47311,1146,300,281.99,169.73
2025-05-30,App_12,IN,Android,10097,239,78,89.54,196.25
2025-05-30,App_12,UK,Android,41096,633,310,334.83,190.28
2025-05-30,App_12,CA,iOS,42567,2951,1747,4157.05,1372.06
2025-05-30,App_12,AU,Android,46614,2841,1644,2139.06,3278.78
2025-05-30,App_13,US,iOS,1602,73,33,21.37,73.01
2025-05-30,App_13,TR,Android,2918,404,182,382.22,223.95
2025-05-30,App_13,DE,Android,19468,1567,927,1383.06,726.78
2025-05-30,App_13,FR,Android,41412,3536,938,2053.47,317.34
2025-05-30,App_13,BR,iOS,41384,4821,2881,1858.34,8394.84
2025-05-30,App_13,IN,iOS,33395,894,503,698.28,1180.78
2025-05-30,App_13,UK,Android,37436,2796,701,975.53,217.82
2025-05-30,App_13,CA,Android,30801,1851,606,764.84,1785.81
2025-05-30,App_13,AU,Android,20895,2298,969,690.79,647.9
2025-05-30,App_14,US,iOS,33771,5027,2117,3454.27,4016.77
2025-05-30,App_14,TR,iOS,38505,4707,2361,3111.28,6181.78
2025-05-30,App_14,DE,iOS,6837,266,78,83.99,77.97
2025-05-30,App_14,FR,iOS,47092,1719,485,284.4,1056.41
2025-05-30,App_14,BR,Android,17331,1486,603,1067.0,345.42
2025-05-30,App_14,IN,Android,37012,1713,774,515.55,2146.27
2025-05-30,App_14,UK,iOS,25621,556,245,192.33,453.41
2025-05-30,App_14,CA,iOS,6629,302,171,253.06,501.71
2025-05-30,App_14,AU,iOS,33112,1511,625,1473.34,824.19
2025-05-30,App_15,US,iOS,44906,2514,1311,2993.15,2799.2
2025-05-30,App_15,TR,iOS,5212,98,49,79.73,109.22
2025-05-30,App_15,DE,iOS,20956,2199,575,1036.96,1673.74
2025-05-30,App_15,FR,Android,2835,141,65,110.45,45.37
2025-05-30,App_15,BR,Android,38869,5748,2574,4874.03,6549.21
2025-05-30,App_15,IN,Android,18194,2579,1294,2361.88,2778.28
2025-05-30,App_15,UK,Android,4964,727,390,548.07,776.7
2025-05-30,App_15,CA,iOS,13715,1271,611,484.88,1028.55
2025-05-30,App_15,AU,Android,40649,2254,460,1042.92,158.14
2025-05-30,App_16,US,iOS,49663,5920,1571,2756.38,3559.45
2025-05-30,App_16,TR,Android,17823,1300,272,524.49,610.95
2025-05-30,App_16,DE,Android,29358,4208,1785,3730.75,3331.89
2025-05-30,App_16,FR,Android,7986,856,295,469.63,194.21
2025-05-30,App_16,BR,Android,16663,1779,891,1998.9,402.83
2025-05-30,App_16,IN,iOS,19730,369,210,520.08,575.12
2025-05-30,App_16,UK,Android,14575,978,474,507.15,964.91
2025-05-30,App_16,CA,Android,37615,1338,415,870.68,302.69
2025-05-30,App_16,AU,iOS,16133,1048,499,943.83,452.15
2025-05-30,App_17,US,iOS,39586,1151,340,387.87,862.41
2025-05-30,App_17,TR,Android,43423,4933,1314,2446.63,1886.36
2025-05-30,App_17,DE,Android,16773,1804,1060,1030.1,2909.17
2025-05-30,App_17,FR,iOS,22381,367,81,156.53,65.58
2025-05-30,App_17,BR,iOS,20430,2156,733,428.14,1113.4
2025-05-30,App_17,IN,iOS,29485,2354,905,948.63,1187.14
2025-05-30,App_17,UK,Android,47115,576,236,347.91,604.69
2025-05-30,App_17,CA,iOS,2325,78,18,43.83,48.95
2025-05-30,App_17,AU,Android,37696,4541,2385,4284.19,4864.65
2025-05-30,App_18,US,iOS,42466,6152,2506,3667.24,6214.05
2025-05-30,App_18,TR,Android,14499,503,292,584.21,253.62
2025-05-30,App_18,DE,iOS,32433,4249,1183,1046.46,1770.19
2025-05-30,App_18,FR,Android,36666,2174,627,601.92,290.18
2025-05-30,App_18,BR,Android,12331,1546,329,474.41,171.46
2025-05-30,App_18,IN,iOS,47447,3128,670,1346.79,304.91
2025-05-30,App_18,UK,Android,46943,5360,2159,4979.35,5950.19
2025-05-30,App_18,CA,iOS,6367,595,196,433.17,557.22
2025-05-30,App_18,AU,iOS,35193,3488,1937,1878.87,2856.7
2025-05-30,App_19,US,iOS,13408,1016,543,1071.48,227.32
2025-05-30,App_19,TR,Android,36732,1784,583,855.95,1183.02
2025-05-30,App_19,DE,iOS,20205,2491,760,997.08,1455.56
2025-05-30,App_19,FR,iOS,27842,1235,649,1289.66,1662.53
2025-05-30,App_19,BR,Android,38790,844,460,403.94,973.24
2025-05-30,App_19,IN,iOS,14908,795,359,514.17,429.73
2025-05-30,App_19,UK,iOS,17065,1609,375,454.97,247.47
2025-05-30,App_19,CA,iOS,47146,2543,1101,2333.35,1247.75
2025-05-30,App_19,AU,Android,7142,413,165,394.21,142.8
2025-05-30,App_20,US,Android,21166,2306,485,919.34,1131.87
2025-05-30,App_20,TR,Android,46255,1627,515,1038.07,587.32
2025-05-30,App_20,DE,Android,22914,2714,1238,1419.11,776.28
2025-05-30,App_20,FR,iOS,44424,2849,1372,1592.62,2132.53
2025-05-30,App_20,BR,Android,10105,565,118,113.83,224.13
2025-05-30,App_20,IN,Android,41590,640,348,806.91,1024.84
2025-05-30,App_20,UK,iOS,35845,4336,1919,3914.19,5025.86
2025-05-30,App_20,CA,iOS,26652,2676,1232,3072.5,3193.92
2025-05-30,App_20,AU,iOS,44408,5282,2688,5813.37,6844.03
2025-05-31,App_1,US,Android,17325,237,67,152.0,61.57
2025-05-31,App_1,TR,iOS,43096,3115,1050,1033.08,2335.65
2025-05-31,App_1,DE,Android,48057,4995,1614,3104.28,3041.07
2025-05-31,App_1,FR,Android,12471,1544,453,700.26,416.81
2025-05-31,App_1,BR,Android,33562,3781,2140,4652.11,5701.31
2025-05-31,App_1,IN,iOS,23592,1883,664,947.25,1278.17
2025-05-31,App_1,UK,Android,42871,5951,1505,2401.98,3548.08
2025-05-31,App_1,CA,iOS,13447,1758,959,895.58,2192.04
2025-05-31,App_1,AU,Android,13042,419,213,509.44,488.89
2025-05-31,App_2,US,iOS,29167,3118,1499,2141.62,4236.15
2025-05-31,App_2,TR,iOS,43094,3205,947,769.71,1704.67
2025-05-31,App_2,DE,Android,39124,1912,403,770.32,634.16
2025-05-31,App_2,FR,iOS,14176,1559,710,1761.15,800.03
2025-05-31,App_2,BR,iOS,20629,2466,762,1609.82,1542.79
2025-05-31,App_2,IN,iOS,20509,1530,605,683.87,1025.54
2025-05-31,App_2,UK,Android,43635,1124,502,933.43,813.73
2025-05-31,App_2,CA,Android,34847,2072,1141,2720.9,771.1
2025-05-31,App_2,AU,iOS,6616,130,31,38.97,17.48
2025-05-31,App_3,US,Android,30477,3347,1343,2946.49,1953.64
2025-05-31,App_3,TR,Android,20168,2665,1447,1748.86,2024.89
2025-05-31,App_3,DE,Android,2708,371,161,202.89,399.35
2025-05-31,App_3,FR,iOS,7683,625,319,610.89,308.74
2025-05-31,App_3,BR,iOS,34485,1553,692,652.21,1356.26
2025-05-31,App_3,IN,iOS,25442,3583,1875,3908.61,620.41
2025-05-31,App_3,UK,Android,15277,994,306,648.07,440.82
2025-05-31,App_3,CA,iOS,14152,1844,423,720.3,1169.78
2025-05-31,App_3,AU,iOS,23012,1837,371,681.14,280.19
2025-05-31,App_4,US,Android,28172,555,192,223.41,131.85
2025-05-31,App_4,TR,Android,33296,3054,1700,3917.96,4130.41
2025-05-31,App_4,DE,Android,29360,1644,446,692.77,657.64
2025-05-31,App_4,FR,Android,29544,998,297,442.72,496.57
2025-05-31,App_4,BR,iOS,38459,3189,1279,679.25,3486.96
2025-05-31,App_4,IN,iOS,26634,1259,413,568.68,857.92
2025-05-31,App_4,UK,Android,7445,316,109,236.53,243.45
2025-05-31,App_4,CA,Android,3138,421,239,213.25,544.88
2025-05-31,App_4,AU,Android,44670,6175,2390,1231.18,6429.76
2025-05-31,App_5,US,iOS,40605,3024,917,766.62,946.06
2025-05-31,App_5,TR,Android,41296,1437,293,684.08,259.62
2025-05-31,App_5,DE,iOS,40653,3329,714,1049.32,1872.87
2025-05-31,App_5,FR,iOS,41143,2201,1207,2601.59,2643.88
2025-05-31,App_5,BR,Android,28956,705,222,459.44,213.25
2025-05-31,App_5,IN,Android,1928,46,10,19.28,19.71
2025-05-31,App_5,UK,Android,31102,3019,811,1339.48,1077.69
2025-05-31,App_5,CA,Android,5134,99,37,48.05,54.28
2025-05-31,App_5,AU,iOS,18317,1908,1030,1932.69,1884.88
2025-05-31,App_6,US,Android,23676,1470,729,1165.91,1837.95
2025-05-31,App_6,TR,iOS,6761,141,55,92.26,164.35
2025-05-31,App_6,DE,Android,26179,3753,1589,3241.87,1521.31
2025-05-31,App_6,FR,Android,3079,204,63,54.3,82.73
2025-05-31,App_6,BR,Android,9130,302,97,54.3,231.56
2025-05-31,App_6,IN,Android,5363,313,91,155.98,159.81
2025-05-31,App_6,UK,Android,15088,2067,989,852.23,2731.66
2025-05-31,App_6,CA,iOS,18128,2504,942,1452.81,1658.63
2025-05-31,App_6,AU,Android,24789,3254,1532,2946.54,4493.33
2025-05-31,App_7,US,Android,13185,1763,614,1032.71,1185.39
2025-05-31,App_7,TR,Android,44724,4193,2501,4833.74,6227.84
2025-05-31,App_7,DE,Android,13555,890,249,473.95,483.65
2025-05-31,App_7,FR,iOS,22638,1971,735,544.82,1555.79
2025-05-31,App_7,BR,Android,47872,503,140,278.96,192.04
2025-05-31,App_7,IN,Android,14492,627,130,265.19,348.1
2025-05-31,App_7,UK,Android,36355,1650,869,530.08,907.6
2025-05-31,App_7,CA,Android,22078,2183,1012,1669.77,819.34
2025-05-31,App_7,AU,iOS,47736,2848,1103,1841.46,1513.17
2025-05-31,App_8,US,Android,19224,1929,803,1367.11,1938.24
2025-05-31,App_8,TR,iOS,36093,3246,943,873.33,2239.31
2025-05-31,App_8,DE,Android,17765,2416,493,909.06,1061.71
2025-05-31,App_8,FR,iOS,10705,1355,357,424.52,789.0
2025-05-31,App_8,BR,iOS,10086,746,304,434.32,394.21
2025-05-31,App_8,IN,Android,21241,729,249,161.71,355.21
2025-05-31,App_8,UK,Android,21439,1734,660,1292.47,544.57
2025-05-31,App_8,CA,Android,8049,111,25,57.95,61.68
2025-05-31,App_8,AU,iOS,29423,2437,1068,1205.63,2466.87
2025-05-31,App_9,US,Android,15266,894,273,516.98,549.27
2025-05-31,App_9,TR,Android,2406,230,112,263.34,61.56
2025-05-31,App_9,DE,iOS,28713,2142,966,491.48,1136.04
2025-05-31,App_9,FR,Android,19007,256,78,145.18,203.41
2025-05-31,App_9,BR,iOS,38927,1841,549,1306.65,1120.85
2025-05-31,App_9,IN,Android,34011,1805,934,483.17,2199.88
2025-05-31,App_9,UK,Android,49511,2482,586,381.26,187.05
2025-05-31,App_9,CA,iOS,9612,1118,588,467.3,760.91
2025-05-31,App_9,AU,Android,32116,1791,843,2105.36,979.05
2025-05-31,App_10,US,iOS,6809,1002,498,543.99,478.36
2025-05-31,App_10,TR,iOS,27458,3504,1162,2692.46,484.76
2025-05-31,App_10,DE,Android,46595,3935,880,1997.9,1398.95
2025-05-31,App_10,FR,Android,36025,2467,1262,2263.71,485.64
2025-05-31,App_10,BR,iOS,2860,284,75,146.3,29.33
2025-05-31,App_10,IN,iOS,27236,1964,1060,574.61,1819.87
2025-05-31,App_10,UK,iOS,16855,1766,465,451.18,1101.25
2025-05-31,App_10,CA,Android,12225,1008,482,1078.29,999.32
2025-05-31,App_10,AU,Android,26741,2098,747,1504.66,2110.74
2025-05-31,App_11,US,iOS,17788,408,209,227.9,91.45
2025-05-31,App_11,TR,Android,19110,1746,725,1120.99,775.34
2025-05-31,App_11,DE,Android,43851,3031,1809,2346.22,4808.4
2025-05-31,App_11,FR,iOS,7043,183,40,67.47,86.48
2025-05-31,App_11,BR,Android,21750,1134,528,946.66,1259.96
2025-05-31,App_11,IN,iOS,16956,2285,633,1287.05,1590.53
2025-05-31,App_11,UK,iOS,32360,3804,2120,3280.23,1344.62
2025-05-31,App_11,CA,iOS,24260,3428,1293,2592.71,1109.66
2025-05-31,App_11,AU,iOS,19829,2864,1225,2152.64,2241.97
2025-05-31,App_12,US,iOS,1036,35,10,14.25,20.81
2025-05-31,App_12,TR,iOS,3076,275,79,173.28,233.55
2025-05-31,App_12,DE,iOS,38993,2196,706,865.67,1788.87
2025-05-31,App_12,FR,iOS,20165,1649,650,978.05,596.88
2025-05-31,App_12,BR,Android,46494,2160,925,1431.58,1976.95
2025-05-31,App_12,IN,Android,17515,1117,470,1135.62,1337.24
2025-05-31,App_12,UK,Android,49106,4432,2208,5280.17,3069.83
2025-05-31,App_12,CA,iOS,19482,1954,1107,658.9,1598.8
2025-05-31,App_12,AU,Android,14123,309,143,356.7,203.28
2025-05-31,App_13,US,Android,12078,359,194,261.71,508.55
2025-05-31,App_13,TR,Android,3450,217,57,66.91,19.1
2025-05-31,App_13,DE,iOS,12625,1064,312,770.38,772.98
2025-05-31,App_13,FR,iOS,21387,2974,1614,1814.7,2203.07
2025-05-31,App_13,BR,iOS,28986,2421,1260,1365.53,3427.68
2025-05-31,App_13,IN,Android,31756,3450,1263,1362.89,1016.26
2025-05-31,App_13,UK,Android,34183,1238,414,469.5,1224.86
2025-05-31,App_13,CA,iOS,16723,1381,784,638.98,2181.44
2025-05-31,App_13,AU,Android,35645,3612,1586,1540.16,1617.64
2025-05-31,App_14,US,iOS,48665,5172,1773,1405.53,1157.31
2025-05-31,App_14,TR,Android,6730,567,319,239.38,765.25
2025-05-31,App_14,DE,iOS,20698,685,154,283.49,164.41
2025-05-31,App_14,FR,Android,31555,2288,712,644.18,569.7
2025-05-31,App_14,BR,iOS,11357,149,79,57.19,162.91
2025-05-31,App_14,IN,Android,41480,2481,520,280.2,615.67
2025-05-31,App_14,UK,iOS,17145,1911,891,1283.64,739.66
2025-05-31,App_14,CA,iOS,30380,2079,511,685.49,293.08
2025-05-31,App_14,AU,iOS,22636,640,165,285.92,411.15
2025-05-31,App_15,US,iOS,13830,1732,681,933.61,331.29
2025-05-31,App_15,TR,iOS,44488,673,362,523.66,316.44
2025-05-31,App_15,DE,Android,4344,218,56,45.96,58.95
2025-05-31,App_15,FR,Android,14360,273,69,139.66,55.28
2025-05-31,App_15,BR,Android,2721,187,104,75.01,295.28
2025-05-31,App_15,IN,iOS,5104,465,215,126.82,546.11
2025-05-31,App_15,UK,Android,31074,3587,1429,3298.17,3978.75
2025-05-31,App_15,CA,Android,21861,1790,454,458.52,282.68
2025-05-31,App_15,AU,Android,15693,1147,292,710.5,160.33
2025-05-31,App_16,US,Android,21096,2785,714,999.13,583.91
2025-05-31,App_16,TR,iOS,42660,4418,1480,3492.72,3385.74
2025-05-31,App_16,DE,Android,42456,5099,2968,6260.67,3379.44
2025-05-31,App_16,FR,iOS,39521,5482,2318,3438.76,916.13
2025-05-31,App_16,BR,iOS,16846,2503,601,1447.11,685.35
2025-05-31,App_16,IN,Android,44752,1894,782,488.86,1879.51
2025-05-31,App_16,UK,iOS,4606,46,25,38.46,21.89
2025-05-31,App_16,CA,Android,5476,531,117,104.34,228.38
2025-05-31,App_16,AU,iOS,28257,3237,1908,2501.98,1817.91
2025-05-31,App_17,US,Android,43443,1258,491,682.3,1153.7
2025-05-31,App_17,TR,Android,16376,2097,481,1012.28,1231.13
2025-05-31,App_17,DE,Android,48095,3522,1945,3311.92,5236.95
2025-05-31,App_17,FR,Android,30810,3271,1728,2622.94,4572.54
2025-05-31,App_17,BR,Android,13487,1506,686,640.63,921.34
2025-05-31,App_17,IN,iOS,13689,244,70,106.49,95.48
2025-05-31,App_17,UK,iOS,5835,89,43,81.23,72.14
2025-05-31,App_17,CA,Android,4368,230,124,102.58,270.15
2025-05-31,App_17,AU,iOS,18341,1774,666,360.6,1019.8
2025-05-31,App_18,US,Android,23002,2875,762,1203.81,2151.72
2025-05-31,App_18,TR,Android,26907,2565,666,1401.31,1268.7
2025-05-31,App_18,DE,Android,48645,4977,2340,1647.11,5514.43
2025-05-31,App_18,FR,Android,37311,1138,345,843.43,1005.23
2025-05-31,App_18,BR,iOS,43275,1506,575,816.81,809.36
2025-05-31,App_18,IN,Android,27527,2697,1493,1729.84,2961.81
2025-05-31,App_18,UK,Android,28268,2046,420,562.12,969.04
2025-05-31,App_18,CA,iOS,16032,1029,349,564.45,466.76
2025-05-31,App_18,AU,iOS,24294,1349,273,424.09,751.26
2025-05-31,App_19,US,iOS,36636,3372,1118,2578.22,921.82
2025-05-31,App_19,TR,iOS,41507,1198,683,1677.73,1365.88
2025-05-31,App_19,DE,iOS,35487,1277,268,552.72,115.47
2025-05-31,App_19,FR,Android,5901,517,258,169.91,152.64
2025-05-31,App_19,BR,iOS,15745,607,155,243.6,55.97
2025-05-31,App_19,IN,iOS,39527,3544,2073,3927.66,1346.81
2025-05-31,App_19,UK,Android,27831,1639,428,553.14,294.88
