date,app_name,country,platform,impressions,clicks,installs,spend,revenue,CTR,CVR,CPI,ROAS,ARPU,LTV
2025-06-10,App_20,AU,iOS,20403,1508,903,1072.9,665.44,0.07391069940694996,0.5988063660477454,1.1881506090808418,0.6202255569018548,0.736921373200443,66.32292358803987
2025-06-11,App_1,US,iOS,43688,572,339,290.55,851.38,0.01309284013916865,0.5926573426573427,0.8570796460176991,2.930235759765961,2.5114454277286136,226.03008849557523
2025-06-11,App_1,TR,iOS,18901,2411,1274,807.76,1341.29,0.12755938839214856,0.5284114475321443,0.6340345368916798,1.6605055957215014,1.0528178963893249,94.75361067503924
2025-06-11,App_1,DE,Android,7552,1125,389,663.92,1050.35,0.14896716101694915,0.3457777777777778,1.7067352185089972,1.5820430172309916,2.70012853470437,243.0115681233933
2025-06-11,App_1,FR,iOS,34855,1699,865,2037.37,303.27,0.048744799885238846,0.5091230135373749,2.3553410404624278,0.1488536691911631,0.35060115606936415,31.554104046242774
2025-06-11,App_1,BR,iOS,46787,3080,1718,1012.55,557.78,0.065830251993075,0.5577922077922078,0.5893771827706635,0.5508666238704262,0.3246682188591385,29.220139697322463
2025-06-11,App_1,IN,Android,43838,2130,914,931.99,439.95,0.04858798302842283,0.4291079812206573,1.0196827133479212,0.47205442118477664,0.48134573304157546,43.32111597374179
2025-06-11,App_1,UK,iOS,8575,206,48,60.53,103.19,0.02402332361516035,0.23300970873786409,1.2610416666666666,1.7047744919874441,2.1497916666666668,193.48125000000002
2025-06-11,App_1,CA,Android,8073,716,289,531.71,446.59,0.08869069738634956,0.4036312849162011,1.8398269896193773,0.8399127343852851,1.5452941176470587,139.07647058823528
2025-06-11,App_1,AU,Android,27756,1153,526,297.71,1483.41,0.041540567805159245,0.4562012142237641,0.5659885931558934,4.982734876221827,2.820171102661597,253.81539923954375
2025-06-11,App_2,US,Android,13830,1296,585,429.55,878.69,0.09370932754880694,0.4513888888888889,0.7342735042735042,2.0456058666045864,1.502034188034188,135.18307692307692
2025-06-11,App_2,TR,Android,17822,1074,524,1225.49,344.3,0.06026259679048367,0.48789571694599626,2.3387213740458015,0.2809488449518152,0.6570610687022901,59.13549618320611
2025-06-11,App_2,DE,iOS,46133,4193,885,1793.67,1476.05,0.09088938503890924,0.2110660624850942,2.0267457627118644,0.8229217191568126,1.6678531073446328,150.10677966101696
2025-06-11,App_2,FR,Android,31432,4604,1077,1726.56,1071.85,0.14647493000763553,0.2339270199826238,1.6031197771587744,0.6208008988972291,0.9952181987000928,89.56963788300835
2025-06-11,App_2,BR,Android,41943,4653,2630,4614.05,4062.6,0.1109362706530291,0.5652267354395014,1.7543916349809887,0.8804846067987993,1.5447148288973385,139.02433460076045
2025-06-11,App_2,IN,iOS,8857,323,79,146.3,122.17,0.036468330134357005,0.24458204334365324,1.8518987341772153,0.8350649350649351,1.5464556962025318,139.18101265822787
2025-06-11,App_2,UK,Android,18801,1350,298,512.2,809.55,0.07180469123982768,0.22074074074074074,1.718791946308725,1.580534947286216,2.7166107382550333,244.494966442953
2025-06-11,App_2,CA,iOS,43977,754,204,166.07,250.37,0.017145325965845785,0.27055702917771884,0.8140686274509804,1.507617269825977,1.2273039215686274,110.45735294117647
2025-06-11,App_2,AU,Android,13901,1100,521,381.71,658.58,0.0791309977699446,0.47363636363636363,0.7326487523992322,1.725341227633544,1.2640690978886757,113.76621880998081
2025-06-11,App_3,US,Android,19468,1680,682,1085.71,1265.23,0.08629545921512226,0.40595238095238095,1.591950146627566,1.1653480211106095,1.855175953079179,166.9658357771261
2025-06-11,App_3,TR,Android,36816,1897,429,1062.6,828.55,0.05152651021295089,0.22614654717975752,2.4769230769230766,0.7797383775644645,1.9313519813519813,173.82167832167832
2025-06-11,App_3,DE,iOS,23101,258,61,62.91,162.6,0.011168347690576166,0.2364341085271318,1.031311475409836,2.5846447305674776,2.665573770491803,239.90163934426226
2025-06-11,App_3,FR,iOS,14197,1129,433,857.27,1093.65,0.07952384306543636,0.38352524357838796,1.979838337182448,1.2757357658613973,2.5257505773672055,227.3175519630485
2025-06-11,App_3,BR,iOS,25862,1091,509,360.19,325.16,0.04218544582785554,0.4665444546287809,0.7076424361493123,0.9027457730642162,0.6388212180746562,57.49390962671906
2025-06-11,App_3,IN,Android,3891,185,102,153.16,142.46,0.04754561809303521,0.5513513513513514,1.5015686274509803,0.9301384173413425,1.3966666666666667,125.7
2025-06-11,App_3,UK,iOS,24187,3622,1519,3484.59,3757.11,0.14974986563029727,0.41938155715074543,2.294002633311389,1.0782071922378242,2.473410138248848,222.6069124423963
2025-06-11,App_3,CA,Android,25799,2782,1497,2960.34,3876.47,0.10783363696267297,0.5381020848310568,1.9775150300601203,1.3094678313977448,2.5894923179692717,233.05430861723445
2025-06-11,App_3,AU,Android,35366,2469,877,866.36,2506.44,0.06981281456766386,0.3552045362494937,0.9878677309007982,2.8930698554873264,2.857970353477765,257.21733181299885
2025-06-11,App_4,US,Android,16166,2136,855,2061.8,1503.73,0.1321291599653594,0.4002808988764045,2.4114619883040938,0.7293287418760306,1.7587485380116958,158.28736842105263
2025-06-11,App_4,TR,Android,11479,614,184,169.18,191.78,0.05348897987629585,0.2996742671009772,0.9194565217391305,1.133585530204516,1.0422826086956523,93.8054347826087
2025-06-11,App_4,DE,Android,30337,3639,1945,1185.66,4402.78,0.11995253321027129,0.5344874965649904,0.6095938303341902,3.713357960966887,2.2636401028277633,203.7276092544987
2025-06-11,App_4,FR,iOS,48613,2569,1133,2172.13,3197.56,0.05284594655750519,0.4410276372129233,1.9171491615180936,1.4720850041203795,2.822206531332745,253.99858781994703
2025-06-11,App_4,BR,Android,18722,1845,840,1471.8,2074.79,0.09854716376455507,0.45528455284552843,1.752142857142857,1.4096956108166872,2.469988095238095,222.29892857142855
2025-06-11,App_4,IN,Android,5377,231,137,91.22,289.95,0.04296075878742794,0.5930735930735931,0.6658394160583941,3.178579258934444,2.1164233576642335,190.47810218978103
2025-06-11,App_4,UK,Android,27056,3768,1811,1723.08,4332.37,0.13926670609107036,0.48062632696390656,0.9514522363335174,2.5143173851475265,2.392252898950856,215.30276090557703
2025-06-11,App_4,CA,iOS,18830,243,68,161.03,47.19,0.01290493892724376,0.27983539094650206,2.3680882352941177,0.29305098428864185,0.6939705882352941,62.457352941176474
2025-06-11,App_4,AU,iOS,22744,2051,1224,1139.2,2370.36,0.09017762926486106,0.5967820575329108,0.930718954248366,2.0807233146067414,1.9365686274509806,174.29117647058825
2025-06-11,App_5,US,Android,48984,620,220,160.54,303.88,0.012657194185856606,0.3548387096774194,0.7297272727272727,1.8928615921265728,1.3812727272727272,124.31454545454545
2025-06-11,App_5,TR,Android,40722,5950,2313,2990.92,4060.42,0.14611266637198567,0.38873949579831935,1.293091223519239,1.357582282374654,1.7554777345438823,157.9929961089494
2025-06-11,App_5,DE,iOS,6585,352,156,272.98,400.7,0.053454821564160974,0.4431818181818182,1.749871794871795,1.467873104256722,2.5685897435897433,231.1730769230769
2025-06-11,App_5,FR,Android,23549,3169,1804,3146.91,2614.74,0.13457047008365536,0.569264752287788,1.7444068736141907,0.8308912552313221,1.449412416851441,130.4471175166297
2025-06-11,App_5,BR,Android,37873,1764,577,416.36,1137.83,0.04657671692234573,0.32709750566893425,0.7215944540727903,2.7328033432606396,1.9719757365684574,177.47781629116116
2025-06-11,App_5,IN,iOS,47812,5573,1353,1827.75,3216.01,0.11656069605956663,0.2427776780907949,1.3508869179600886,1.7595458897551635,2.3769475240206948,213.92527716186254
2025-06-11,App_5,UK,Android,25871,506,222,329.14,525.68,0.01955857910401608,0.43873517786561267,1.4826126126126125,1.5971319195479126,2.3679279279279277,213.11351351351348
2025-06-11,App_5,CA,Android,19353,1090,597,391.03,643.17,0.056322017258306205,0.5477064220183486,0.6549916247906197,1.6448098611359743,1.0773366834170854,96.9603015075377
2025-06-11,App_5,AU,Android,29094,1607,843,1911.02,924.71,0.05523475630714236,0.5245799626633478,2.2669276393831552,0.48388295255936625,1.0969276393831555,98.723487544484
2025-06-11,App_6,US,iOS,41892,1145,387,810.45,283.47,0.027332187529838632,0.33799126637554583,2.094186046511628,0.34976864704793637,0.7324806201550388,65.92325581395349
2025-06-11,App_6,TR,iOS,29204,3152,668,696.58,1205.14,0.10793042049034379,0.21192893401015228,1.0427844311377246,1.7300812541273078,1.8041017964071857,162.3691616766467
2025-06-11,App_6,DE,Android,7121,84,30,41.11,42.19,0.011796096053925011,0.35714285714285715,1.3703333333333334,1.0262709802967647,1.4063333333333332,126.57
2025-06-11,App_6,FR,iOS,42100,1044,232,515.61,590.18,0.02479809976247031,0.2222222222222222,2.222456896551724,1.1446248133279027,2.543879310344827,228.94913793103444
2025-06-11,App_6,BR,iOS,19093,459,110,173.88,148.91,0.024040224165924686,0.23965141612200436,1.5807272727272728,0.8563952150908672,1.3537272727272727,121.83545454545454
2025-06-11,App_6,IN,iOS,18346,1894,986,835.04,2341.76,0.10323776300010902,0.5205913410770855,0.8468965517241379,2.8043686529986593,2.37501014198783,213.7509127789047
2025-06-11,App_6,UK,Android,3196,101,48,100.72,33.86,0.03160200250312891,0.4752475247524752,2.098333333333333,0.33617950754567116,0.7054166666666667,63.487500000000004
2025-06-11,App_6,CA,iOS,13658,776,402,355.46,461.12,0.05681651779177039,0.5180412371134021,0.884228855721393,1.2972486355708097,1.1470646766169155,103.2358208955224
2025-06-11,App_6,AU,Android,19759,2585,978,1891.88,515.54,0.1308264588288881,0.37833655705996133,1.9344376278118611,0.2725014271518278,0.5271370143149284,47.44233128834356
2025-06-11,App_7,US,Android,39365,4748,2178,4478.57,6362.51,0.12061475930395021,0.45871946082561077,2.0562764003673095,1.4206565935108753,2.9212626262626262,262.9136363636364
2025-06-11,App_7,TR,iOS,33263,2892,736,576.32,1767.8,0.08694345068093677,0.2544951590594744,0.7830434782608696,3.0673931149361464,2.4019021739130433,216.1711956521739
2025-06-11,App_7,DE,Android,14656,150,32,62.76,71.08,0.01023471615720524,0.21333333333333335,1.96125,1.1325685149776927,2.22125,199.9125
2025-06-11,App_7,FR,Android,36910,4838,2025,1986.57,4427.32,0.13107558927120022,0.41856138900372053,0.9810222222222222,2.228625218341161,2.1863308641975308,196.76977777777776
2025-06-11,App_7,BR,Android,31380,2581,1408,966.19,3397.5,0.08224984066284258,0.5455249903138318,0.6862144886363637,3.516389116012378,2.412997159090909,217.1697443181818
2025-06-11,App_7,IN,iOS,36764,4918,1750,4111.53,558.56,0.13377216842563378,0.35583570557137045,2.3494457142857144,0.13585210371808062,0.3191771428571428,28.725942857142854
2025-06-11,App_7,UK,Android,40163,3893,1835,4150.38,3781.1,0.09693001020840077,0.47135884921654253,2.2617874659400545,0.9110250145769785,2.0605449591280656,185.4490463215259
2025-06-11,App_7,CA,Android,39369,4376,2408,2759.01,1367.98,0.11115344560440957,0.5502742230347349,1.1457682724252494,0.49582277701059435,0.5680980066445183,51.12882059800664
2025-06-11,App_7,AU,iOS,45583,4869,2438,1595.74,2453.69,0.10681613759515608,0.5007188334360239,0.6545283018867925,1.5376502437740485,1.0064356029532404,90.57920426579163
2025-06-11,App_8,US,iOS,47413,4459,1786,919.72,730.22,0.09404593676839686,0.40053823727293114,0.5149608062709966,0.7939590310094377,0.40885778275475926,36.79720044792833
2025-06-11,App_8,TR,Android,6480,806,213,202.37,213.5,0.12438271604938271,0.2642679900744417,0.950093896713615,1.0549982704946386,1.0023474178403755,90.2112676056338
2025-06-11,App_8,DE,Android,47817,7025,1446,1069.14,1745.03,0.14691427734905996,0.20583629893238434,0.739377593360996,1.6321810052939745,1.2067980636237898,108.61182572614109
2025-06-11,App_8,FR,Android,42196,4707,2432,5814.93,2726.68,0.11155085790122286,0.5166772891438284,2.3910074013157896,0.4689102018424985,1.1211677631578947,100.90509868421051
2025-06-11,App_8,BR,Android,31206,958,334,424.5,275.41,0.030699224508107414,0.348643006263048,1.2709580838323353,0.6487868080094229,0.8245808383233534,74.21227544910181
2025-06-11,App_8,IN,Android,28490,2227,1332,836.09,1279.27,0.07816777816777817,0.5981140547822182,0.6276951951951952,1.5300625530744296,0.9604129129129129,86.43716216216215
2025-06-11,App_8,UK,Android,29140,4263,1527,1134.28,2998.56,0.14629375428963623,0.35819845179451093,0.7428159790438769,2.643580068413443,1.9636935166994105,176.73241650294693
2025-06-11,App_8,CA,Android,43104,4515,1999,3860.68,5645.62,0.10474665924276169,0.44274640088593575,1.9313056528264132,1.4623382409316494,2.8242221110555277,254.1799899949975
2025-06-11,App_8,AU,iOS,3001,270,87,130.05,50.22,0.08997000999666778,0.32222222222222224,1.4948275862068967,0.386159169550173,0.5772413793103448,51.95172413793103
2025-06-11,App_9,US,iOS,29026,1350,352,509.07,913.83,0.04651002549438434,0.2607407407407407,1.446221590909091,1.7950969414815252,2.5961079545454546,233.64971590909093
2025-06-11,App_9,TR,Android,39639,1034,488,1137.69,932.96,0.026085420923837636,0.47195357833655704,2.331331967213115,0.8200476403941319,1.9118032786885246,172.06229508196722
2025-06-11,App_9,DE,Android,11923,339,173,171.05,266.94,0.02843244149962258,0.5103244837758112,0.988728323699422,1.5605963168664132,1.543005780346821,138.87052023121387
2025-06-11,App_9,FR,iOS,17212,2568,704,570.72,1175.46,0.1491982337903788,0.27414330218068533,0.8106818181818182,2.059608915054668,1.6696875,150.271875
2025-06-11,App_9,BR,iOS,27539,987,214,295.0,446.7,0.03584008133919169,0.21681864235055726,1.3785046728971964,1.5142372881355932,2.0873831775700933,187.8644859813084
2025-06-11,App_9,IN,Android,28321,1151,246,372.12,573.39,0.04064122029589351,0.21372719374456994,1.5126829268292683,1.5408739116414059,2.330853658536585,209.77682926829266
2025-06-11,App_9,UK,Android,21975,3291,1849,4474.34,3394.1,0.14976109215017064,0.5618353084168946,2.4198702001081664,0.7585699790360142,1.8356408869659275,165.2076798269335
2025-06-11,App_9,CA,iOS,11165,240,118,256.37,328.52,0.021495745633676667,0.49166666666666664,2.1726271186440678,1.2814291843819479,2.7840677966101692,250.56610169491523
2025-06-11,App_9,AU,Android,40647,1492,527,717.3,359.55,0.03670627598592762,0.3532171581769437,1.361100569259962,0.5012547051442912,0.682258064516129,61.403225806451616
2025-06-11,App_10,US,Android,44430,3271,1783,3653.16,4626.24,0.07362142696376323,0.5450932436563742,2.048883903533371,1.2663666524324146,2.594638250140213,233.5174425126192
2025-06-11,App_10,TR,Android,43474,1264,282,382.06,341.43,0.029074849335234854,0.2231012658227848,1.354822695035461,0.8936554467884625,1.2107446808510638,108.96702127659574
2025-06-11,App_10,DE,Android,49576,3583,783,1406.89,306.31,0.07227287397127642,0.21853195646106616,1.7967943805874842,0.21772135703573128,0.39120051085568325,35.208045977011494
2025-06-11,App_10,FR,Android,41410,1576,729,1087.02,438.6,0.0380584399903405,0.46256345177664976,1.491111111111111,0.40348843627532155,0.6016460905349794,54.148148148148145
2025-06-11,App_10,BR,iOS,25873,1403,714,1090.13,755.27,0.054226413635836586,0.5089094796863863,1.526792717086835,0.6928256263014502,1.0578011204481792,95.20210084033613
2025-06-11,App_10,IN,iOS,26272,2293,907,1798.83,2669.21,0.08727923264311815,0.39555167902311383,1.983274531422271,1.483858952763741,2.9428996692392504,264.8609702315325
2025-06-11,App_10,UK,Android,11487,434,251,300.38,351.62,0.037781840341255334,0.5783410138248848,1.1967330677290837,1.1705839270257674,1.4008764940239045,126.07888446215141
2025-06-11,App_10,CA,Android,35313,3482,716,1230.62,315.82,0.09860391357290517,0.20562894887995406,1.7187430167597764,0.25663486697762106,0.4410893854748603,39.698044692737426
2025-06-11,App_10,AU,iOS,24882,2546,1142,783.28,414.77,0.10232296439192991,0.44854673998428907,0.6858844133099825,0.5295296701051987,0.3631961471103327,32.68765323992994
2025-06-11,App_11,US,Android,22614,2781,1336,3272.52,1137.5,0.12297691695409924,0.4804027328299173,2.4494910179640716,0.3475914585701539,0.8514221556886228,76.62799401197606
2025-06-11,App_11,TR,Android,28709,3033,1168,2549.51,1249.7,0.10564631300289108,0.38509726343554235,2.1827996575342468,0.49017262140568185,1.0699486301369863,96.29537671232876
2025-06-11,App_11,DE,Android,4242,197,95,100.75,49.4,0.04644035832154644,0.48223350253807107,1.0605263157894738,0.49032258064516127,0.52,46.800000000000004
2025-06-11,App_11,FR,iOS,35961,1637,527,904.18,1001.45,0.04552153722087817,0.321930360415394,1.7157115749525615,1.107578137096596,1.9002846299810248,171.02561669829223
2025-06-11,App_11,BR,Android,16139,2166,1154,807.7,1130.93,0.13420905880166056,0.5327793167128347,0.6999133448873484,1.4001857125170236,0.9800086655112652,88.20077989601387
2025-06-11,App_11,IN,iOS,7929,92,23,53.24,10.72,0.011602976415689243,0.25,2.314782608695652,0.20135236664162284,0.46608695652173915,41.947826086956525
2025-06-11,App_11,UK,iOS,26911,419,114,74.66,218.22,0.015569841328824644,0.2720763723150358,0.6549122807017543,2.922850254487008,1.9142105263157894,172.27894736842103
2025-06-11,App_11,CA,iOS,5005,491,102,254.65,89.95,0.09810189810189811,0.20773930753564154,2.4965686274509804,0.35322992342430787,0.8818627450980392,79.36764705882352
2025-06-11,App_11,AU,iOS,12268,542,149,86.37,349.69,0.04417998043690903,0.27490774907749077,0.5796644295302014,4.048743776774343,2.3469127516778525,211.22214765100674
2025-06-11,App_12,US,Android,18905,2337,547,1059.11,329.56,0.12361809045226131,0.23406076166024817,1.936215722120658,0.311166923171342,0.6024862888482633,54.223765996343694
2025-06-11,App_12,TR,iOS,38554,3447,1047,1387.85,515.06,0.08940706541474296,0.30374238468233244,1.325549188156638,0.37112079835717116,0.4919388729703915,44.274498567335236
2025-06-11,App_12,DE,Android,23993,2776,581,878.85,1025.1,0.1157004126203476,0.20929394812680116,1.5126506024096387,1.1664106502816178,1.7643717728055075,158.79345955249568
2025-06-11,App_12,FR,iOS,34880,1587,744,1151.75,293.5,0.045498853211009174,0.46880907372400754,1.5480510752688172,0.2548296071196006,0.39448924731182794,35.50403225806451
2025-06-11,App_12,BR,Android,18523,547,209,259.9,216.19,0.029530853533444906,0.3820840950639854,1.2435406698564593,0.8318199307425934,1.034401913875598,93.09617224880382
2025-06-11,App_12,IN,iOS,1350,117,56,82.1,22.82,0.08666666666666667,0.47863247863247865,1.4660714285714285,0.2779537149817296,0.40750000000000003,36.675000000000004
2025-06-11,App_12,UK,iOS,38320,2133,485,418.05,1170.21,0.05566283924843424,0.2273792780121894,0.861958762886598,2.799210620739146,2.4128041237113402,217.15237113402063
2025-06-11,App_12,CA,iOS,29260,786,348,469.85,971.5,0.02686261107313739,0.44274809160305345,1.3501436781609195,2.067681174843035,2.7916666666666665,251.25
2025-06-11,App_12,AU,Android,31546,888,503,1031.39,676.64,0.028149369175172762,0.5664414414414415,2.0504771371769386,0.65604669426696,1.3452087475149106,121.06878727634195
2025-06-11,App_13,US,iOS,1136,57,21,23.96,10.89,0.05017605633802817,0.3684210526315789,1.140952380952381,0.45450751252086813,0.5185714285714286,46.67142857142857
2025-06-11,App_13,TR,Android,24255,741,303,336.92,365.08,0.030550401978973407,0.4089068825910931,1.111947194719472,1.0835806719696068,1.2048844884488448,108.43960396039603
2025-06-11,App_13,DE,Android,29321,1508,482,712.6,829.84,0.05143071518706729,0.3196286472148541,1.478423236514523,1.1645242772944149,1.7216597510373444,154.949377593361
2025-06-11,App_13,FR,Android,19004,300,74,83.14,64.9,0.015786150284150705,0.24666666666666667,1.1235135135135135,0.780611017560741,0.8770270270270271,78.93243243243244
2025-06-11,App_13,BR,iOS,37630,2389,791,1418.73,2354.74,0.06348657985649747,0.33110087902888236,1.793590391908976,1.659752031746703,2.976915297092288,267.9223767383059
2025-06-11,App_13,IN,Android,36140,1271,414,817.55,975.8,0.03516878804648589,0.32572777340676634,1.9747584541062801,1.193566142743563,2.3570048309178744,212.1304347826087
2025-06-11,App_13,UK,iOS,48388,6852,2610,2307.24,1618.78,0.14160535670000826,0.3809106830122592,0.8839999999999999,0.7016088486676723,0.6202222222222222,55.82
2025-06-11,App_13,CA,Android,45434,3012,719,1444.02,1759.19,0.0662939648721222,0.23871181938911024,2.0083727399165507,1.2182587498788107,2.4467176634214187,220.20458970792768
2025-06-11,App_13,AU,Android,38965,1333,497,268.14,1161.32,0.034210188630822536,0.37284321080270066,0.5395171026156942,4.331021108376222,2.3366599597585513,210.29939637826962
2025-06-11,App_14,US,Android,20043,864,376,451.92,953.8,0.0431073192635833,0.4351851851851852,1.2019148936170214,2.1105505399185693,2.5367021276595745,228.3031914893617
2025-06-11,App_14,TR,Android,47727,6961,3339,5411.35,7013.6,0.14585035724013662,0.47967246085332566,1.6206498951781971,1.2960906243358865,2.1005091344713986,189.0458221024259
2025-06-11,App_14,DE,Android,33526,1834,428,752.29,142.45,0.05470381196683171,0.23336968375136313,1.7576869158878503,0.18935516888433981,0.3328271028037383,29.954439252336446
2025-06-11,App_14,FR,iOS,33183,1817,487,746.28,875.17,0.05475695386191725,0.26802421574023116,1.5324024640657083,1.172709974808383,1.7970636550308008,161.73572895277206
2025-06-11,App_14,BR,Android,1336,124,54,70.96,122.66,0.09281437125748503,0.43548387096774194,1.314074074074074,1.7285794813979707,2.2714814814814814,204.43333333333334
2025-06-11,App_14,IN,iOS,49364,3792,1492,1264.42,2324.39,0.07681711368608703,0.39345991561181437,0.8474664879356569,1.8383053099444802,1.557902144772118,140.21119302949063
2025-06-11,App_14,UK,Android,34592,2322,677,855.19,1504.01,0.06712534690101758,0.29155900086132647,1.2632053175775482,1.7586852044574888,2.2215805022156574,199.94224519940917
2025-06-11,App_14,CA,Android,14157,1645,655,1156.63,422.85,0.11619693437875256,0.3981762917933131,1.765847328244275,0.36558795811970984,0.6455725190839695,58.101526717557256
2025-06-11,App_14,AU,iOS,38391,3733,1472,913.36,2697.18,0.097236331431846,0.3943209215108492,0.6204891304347826,2.953030568450556,1.8323233695652172,164.90910326086956
2025-06-11,App_15,US,iOS,39504,1737,389,566.36,390.34,0.04397023086269745,0.22394933793897526,1.4559383033419024,0.6892082774207218,1.0034447300771208,90.31002570694086
2025-06-11,App_15,TR,iOS,23861,2845,1303,1524.13,1217.62,0.11923221994048866,0.4579964850615114,1.1697083653108213,0.7988951073727305,0.9344742900997697,84.10268610897927
2025-06-11,App_15,DE,Android,23863,2285,1227,632.32,2483.08,0.09575493441729875,0.536980306345733,0.5153382233088835,3.926935728744939,2.0237000814995922,182.1330073349633
2025-06-11,App_15,FR,iOS,37120,2452,871,1429.74,1063.92,0.06605603448275862,0.35522022838499184,1.6414925373134328,0.7441352973267867,1.2214925373134329,109.93432835820896
2025-06-11,App_15,BR,iOS,18534,2685,646,1469.66,1914.26,0.14486888960828748,0.24059590316573556,2.2750154798761613,1.3025189499612155,2.963250773993808,266.6925696594427
2025-06-11,App_15,IN,Android,49253,5836,3363,8201.63,6454.04,0.11849024424908128,0.5762508567511995,2.438783823966696,0.7869216241161818,1.919131727624145,172.72185548617307
2025-06-11,App_15,UK,Android,2483,346,170,93.08,416.67,0.13934756343133306,0.4913294797687861,0.5475294117647058,4.476471852170176,2.451,220.59
2025-06-11,App_15,CA,iOS,20126,742,312,711.77,834.36,0.036867733280333895,0.42048517520215634,2.2813141025641026,1.172232603228571,2.6742307692307694,240.68076923076924
2025-06-11,App_15,AU,iOS,30363,4471,2427,1689.93,1748.89,0.1472515891051609,0.5428315813017222,0.6963040791100124,1.0348890190717959,0.7205974454058509,64.85377008652658
2025-06-11,App_16,US,iOS,10357,1208,315,233.33,914.01,0.116636091532297,0.26076158940397354,0.7407301587301588,3.9172416748810694,2.9016190476190475,261.1457142857143
2025-06-11,App_16,TR,iOS,28770,1749,549,918.79,435.78,0.060792492179353494,0.313893653516295,1.6735701275045536,0.474297717650388,0.7937704918032786,71.43934426229508
2025-06-11,App_16,DE,Android,20567,1519,615,1089.66,1556.04,0.07385617737151748,0.4048716260697828,1.7718048780487807,1.4280050658003411,2.5301463414634147,227.71317073170732
2025-06-11,App_16,FR,Android,36403,3660,1427,2961.51,4206.77,0.10054116418976458,0.38989071038251366,2.0753398738612474,1.4204814435878994,2.947981779957954,265.31836019621585
2025-06-11,App_16,BR,Android,24176,3103,998,1266.64,1738.64,0.1283504301786896,0.3216242346116661,1.269178356713427,1.3726394239878734,1.742124248496994,156.79118236472948
2025-06-11,App_16,IN,iOS,23329,1563,594,575.05,1073.23,0.06699815680054867,0.3800383877159309,0.968097643097643,1.8663246674202245,1.8067845117845118,162.61060606060607
2025-06-11,App_16,UK,Android,8433,387,179,207.66,192.34,0.04589114194236926,0.4625322997416021,1.1601117318435754,0.9262255610131946,1.0745251396648046,96.70726256983241
2025-06-11,App_16,CA,Android,32986,3296,979,2269.88,2731.26,0.09992117868186504,0.2970266990291262,2.3185699693564863,1.2032618464412217,2.789846782431052,251.0862104187947
2025-06-11,App_16,AU,Android,30860,4211,2001,4151.36,731.35,0.1364549578742709,0.47518404179529805,2.0746426786606693,0.1761711824558699,0.3654922538730635,32.89430284857571
2025-06-11,App_17,US,Android,34743,563,192,317.5,134.18,0.01620470310566157,0.3410301953818828,1.6536458333333333,0.4226141732283465,0.6988541666666667,62.896875
2025-06-11,App_17,TR,iOS,13837,1743,611,1377.87,1577.57,0.1259666112596661,0.35054503729202524,2.255106382978723,1.1449338471699073,2.581947626841244,232.37528641571194
2025-06-11,App_17,DE,iOS,2062,286,152,270.46,55.81,0.13870029097963144,0.5314685314685315,1.7793421052631577,0.2063521407971604,0.36717105263157895,33.045394736842105
2025-06-11,App_17,FR,iOS,42533,3020,1611,3075.33,3615.02,0.07100369125149883,0.5334437086092715,1.9089571694599627,1.1754901100044548,2.2439602731222843,201.9564245810056
2025-06-11,App_17,BR,Android,4300,550,235,491.7,485.43,0.12790697674418605,0.42727272727272725,2.0923404255319147,0.987248322147651,2.0656595744680852,185.90936170212768
2025-06-11,App_17,IN,iOS,14053,1935,1061,1460.35,1268.71,0.13769301928413863,0.5483204134366925,1.3763901979264843,0.8687711849898998,1.1957681432610745,107.61913289349671
2025-06-11,App_17,UK,Android,32932,975,230,173.43,352.87,0.029606461800072877,0.2358974358974359,0.7540434782608696,2.034653750792827,1.5342173913043478,138.0795652173913
2025-06-11,App_17,CA,iOS,40926,3870,1762,3305.34,3015.91,0.09456091482187362,0.45529715762273903,1.8759023836549376,0.9124356344581797,1.7116401816118048,154.04761634506244
2025-06-11,App_17,AU,Android,8603,924,542,1040.21,925.19,0.10740439381611067,0.5865800865800865,1.9192066420664207,0.8894261735611079,1.7069926199261993,153.62933579335794
2025-06-11,App_18,US,iOS,21162,1826,747,534.14,1134.19,0.08628674038370665,0.4090909090909091,0.7150468540829986,2.123394615643839,1.518326639892905,136.64939759036145
2025-06-11,App_18,TR,Android,14662,1050,400,482.92,939.92,0.07161369526667576,0.38095238095238093,1.2073,1.9463265137082746,2.3498,211.482
2025-06-11,App_18,DE,Android,17650,902,462,1113.25,767.45,0.051104815864022664,0.5121951219512195,2.409632034632035,0.6893779474511565,1.6611471861471863,149.50324675324677
2025-06-11,App_18,FR,iOS,28721,3706,969,2340.57,1228.01,0.12903450436962502,0.26146788990825687,2.415448916408669,0.5246627958146947,1.267296181630547,114.05665634674924
2025-06-11,App_18,BR,iOS,4236,631,274,188.4,318.88,0.14896128423040605,0.43423137876386686,0.6875912408759124,1.692569002123142,1.1637956204379563,104.74160583941607
2025-06-11,App_18,IN,Android,3032,395,115,204.08,288.13,0.13027704485488126,0.2911392405063291,1.774608695652174,1.4118482947863582,2.505478260869565,225.49304347826086
2025-06-11,App_18,UK,iOS,46003,1262,531,376.33,501.0,0.027432993500423886,0.4207606973058637,0.7087193973634651,1.3312783992772301,0.943502824858757,84.91525423728814
2025-06-11,App_18,CA,iOS,15818,738,221,525.85,631.71,0.04665570868630674,0.2994579945799458,2.3794117647058823,1.2013121612627176,2.8584162895927605,257.25746606334843
